,Tweets
2693,"GM recalls all of its Bolt electric vehicles for a problem that could cause them to catch fire. It previously recalled 70,000 for the same issue.
https://t.co/NXNaABCHpL"
2694,"Initial autopsies failed to reveal what killed a couple, their baby daughter and the family dog on a hiking trail near Yosemite National Park
https://t.co/Sx1REq13CM"
2695,"Defense Secretary Lloyd Austin told House members that Americans have been beaten by the Taliban in Kabul, sources say
https://t.co/S7fo57l1d7 https://t.co/uLLgbCUSDJ"
2696,"President Biden will nominate Rahm Emanuel as ambassador to Japan and Nicholas Burns as ambassador to China 
https://t.co/5dk0Iser4l"
2697,"The suspect arrested after threatening to detonate a bomb near the US Capitol on Thursday has been charged with threatening to use a weapon of mass destruction
https://t.co/g9ELcab6Or"
2698,"About 10,000 people are processed but are unable to depart Kabul's airport, a soldier told CNN's Clarissa Ward, who said no US flight had left in eight hours. A US official says flights will resume soon.
https://t.co/12tjSmBSkO https://t.co/FnnDPZjw7Q"
2699,"Florida gives Broward and Alachua counties 48 hours to allow opt-out options for masks in schools or the state will begin process of withholding funds
https://t.co/icAjNPLLmt"
2700,"Mike Richards, the new host of ""Jeopardy!"", says he has stepped down, after controversial remarks he made about women and others resurfaced
https://t.co/DGxWEywonr"
2701,"The US is extending non-essential travel restrictions at its borders with Canada and Mexico through at least September 21, DHS announces
https://t.co/wE4gK5XIqp"
2702,"Rafael Nadal, the world No. 4, announces he has withdrawn from the US Open with a foot injury and will miss the remainder of the 2021 season
https://t.co/B8UMibRoJo"
2703,"Sens. John Hickenlooper, Angus King and Roger Wicker say they have tested positive for Covid-19. All three have been vaccinated.
https://t.co/XPngmsNO6f"
2704,"Sonny Chiba, martial arts star of 'Kill Bill,' dies of Covid-19 complications
https://t.co/FO81n6ZImT"
2705,"A suspect who claimed to have a bomb in a truck near the US Capitol has surrendered to authorities, sources say

https://t.co/pEpWZDxQCz"
2706,"The US Supreme Court has been evacuated because of a suspected security threat near the Library of Congress. Follow live updates: 
https://t.co/7HRRPegn1V https://t.co/sE4JDUzWFb"
2707,"Police are responding to a claim of an explosive device in a truck near the US Capitol, according to law enforcement sources. Nearby buildings have been evacuated. https://t.co/632kGIhcQB"
2708,"President Joe Biden and first lady Jill Biden plan to get Covid-19 vaccine booster shots once they are cleared to take them, the President said in an interview that aired Thursday
https://t.co/LuVuWHpqZY"
2709,"Category 1 Hurricane Grace makes landfall on the Yucatan Peninsula in Mexico after striking Haiti and impacting other Caribbean islands as a tropical storm
https://t.co/ZvK8eZ6vaQ"
2710,"Florida's largest school district voted in favor of a mask mandate Wednesday, in defiance of Gov. Ron DeSantis' executive order on masks in schools
https://t.co/S9uHhbfXAl"
2711,"President Biden on Wednesday defiantly defended his administration's execution of the withdrawal of US troops from Afghanistan, saying that he doesn't think the crisis represents a failure
https://t.co/K4PDCnVooz"
2712,"President Biden will direct nursing homes to require staff to be vaccinated against Covid-19 in order to continue receiving Medicare and Medicaid funding
https://t.co/1uqvNNSA8b"
2713,"US Surgeon General Dr. Vivek Murthy says health officials anticipate Covid-19 boosters will be needed for Johnson &amp; Johnson vaccine recipients but they are waiting for more data 
https://t.co/SlZMfDllAu https://t.co/TIqLg0m2fB"
2714,"Booster doses of Covid-19 vaccine will be offered to Americans beginning September 20, pending CDC and FDA approval, US health officials say
https://t.co/dl7nO8rQxG"
2715,"Former Afghan President Ashraf Ghani has emerged in the United Arab Emirates after fleeing in the wake of the Taliban takeover. Follow live updates:
https://t.co/z2xjvaJ7y1 https://t.co/iFWxjtShGs"
2716,"Violence erupts in Jalalabad after the Taliban fire into a crowd and beat up protesters for replacing their flag, witnesses say. Follow live updates:
https://t.co/tVjPvVmNrI"
2717,Arizona Republican Gov. Doug Ducey said the state would use federal Covid relief money to increase the funding available to public school districts only if they're open for in-person learning and don't require children to wear masks https://t.co/tBZINKUAHE
2718,"Republican Texas Gov. Greg Abbott, who has been vaccinated, tested positive for Covid-19, according to a statement from his office
https://t.co/ctFqG7QiPZ"
2719,"TSA will extend its US federal transportation mask mandate through Jan. 18, sources say. The mandate was set to expire in September.
https://t.co/H6upkZcVGy"
2720,"White House national security adviser defends the US' chaotic withdrawal from Afghanistan, saying Biden ""is taking responsibility""
https://t.co/yXZ6vHTKKt"
2721,"Around 1.2 million people, including 540,000 children, have been impacted by the deadly Haiti earthquake, UNICEF says
https://t.co/NapajwSrsP"
2722,"US troops have not had any ""hostile interactions"" with the Taliban at the airport and remain vigilant as flights resume out of Kabul, US general says. Follow live updates: 
https://t.co/fAo9ksgxQj"
2723,"US has resumed air operations and has flown hundreds of people in and out of Kabul's airport, Pentagon says
https://t.co/9BFBgDoPE4"
2724,"Grace is once again at tropical storm strength, with the potential to pelt the still-recovering Haiti with wind, rain, floods and mudslides https://t.co/C6BFcblvQw"
2725,"The Biden administration is expected to advise that most Americans should get Covid booster shots eight months after becoming fully vaccinated, two sources say https://t.co/VSICZl2L6r"
2726,"The West's water crisis crosses into unprecedented territory, with the first-ever shortage declared on the Colorado River 
https://t.co/dJSl1F7leW"
2727,"Biden admits Afghanistan's collapse happened more quickly than anticipated but stands ""squarely behind my decision"" to withdraw
https://t.co/wgCLBsl7Rr"
2728,"Tropical Storm Fred made landfall in the Florida Panhandle, the National Hurricane Center says. Winds were about 65 mph, with higher gusts.
https://t.co/1OGN8ibmJa"
2729,"President Biden will return to the White House this afternoon to address the nation about the crisis in Afghanistan, an official tells CNN https://t.co/985RcBBgX0"
2730,"US military flights have resumed at Kabul airport, but defense officials say they expect sporadic suspensions if crowds continue to gather
https://t.co/wsZFYujJE8 https://t.co/iR1pto8Ckz"
2731,"The US military has temporarily suspended air operations at Kabul airport while troops try to clear the airfield of Afghans who have flooded onto it, a defense official says
https://t.co/EWfboHiC1P"
2732,"Commercial flights out of Hamid Karzai International Airport have been canceled, according to the Afghanistan Civil Aviation Authority https://t.co/t2zB53QUmY"
2733,"All personnel have evacuated from the US Embassy in Kabul and are at the airport, the State Department says
https://t.co/oZ45Cl4qFi"
2734,"US forces will take over air traffic control at Kabul airport, in addition to expanding security there, the US Departments of State and Defense say
https://t.co/lo1s0tyAQS https://t.co/wTUjRhuatj"
2735,"US forces will take over air traffic control at Kabul airport, in addition to expanding security there, the US Departments of State and Defense say
https://t.co/e3Lpc3g3WB https://t.co/pjQfc5nIJp"
2736,"The earthquake in Haiti has left at least 1,200 people dead, an official says. More than 2,800 homes have been destroyed and thousands more damaged.
https://t.co/3vWPyJiZVU"
2737,"President Biden is expected to address the nation in the next few days about the crisis in Afghanistan, an administration official says
https://t.co/iVS0tJWXtj https://t.co/jt4xooilxZ"
2738,"More than 700 people are dead from the earthquake in Haiti. The destruction has pushed hospitals to the brink and blocked roads that would carry vital supplies.
https://t.co/P0hCJOEbMe"
2739,"The US Embassy in Kabul – which is now operating out of the Kabul airport – instructed US citizens in the capital to shelter in place 
https://t.co/2iDESVsM6F"
2740,"Taliban fighters have entered Kabul, a spokesman says. CNN's Clarissa Ward describes the panic Afghan residents are facing now. Follow live updates:
https://t.co/cPGj6vhJ9A"
2741,"President Ashraf Ghani has reportedly left Afghanistan as Taliban forces edge closer to taking full control of the country
https://t.co/uI06EuFWsc"
2742,"The US plans to completely pull all personnel from its embassy in Kabul over the next 72 hours as Taliban forces close in on Afghanistan's capital
https://t.co/6HjZUQe1ip"
2743,"The embattled Afghan government is in talks with the Taliban over the country's future as the militant group surrounds the capital, Kabul https://t.co/z2YYbW3RvS"
2744,At least four people are presumed dead and two are missing after torrential rain triggered mudslides throughout Japan https://t.co/a3eRmtwM7x
2745,MLB pitcher Tyler Gilbert throws a no-hitter in his first career big league start https://t.co/DKPk8s6LsX
2746,"A tour bus headed to Niagara Falls crashed, sending all 57 occupants, including the driver, to local hospitals to be treated for injuries, authorities say https://t.co/p9TF5H83Rc"
2747,The death toll from the earthquake that struck Haiti this morning has passed 300 people with more than 1.800 wounded as well https://t.co/L5x2Yev5Q0
2748,"Biden announces he's deploying 5,000 troops to Afghanistan to ensure ""orderly and safe drawdown"" as Taliban advances
https://t.co/q21gGRANGp"
2749,"At least 227 people have died after a 7.2 magnitude earthquake strikes Haiti, the country's civil protection service says
https://t.co/Tj0Nrnwn40"
2750,"Mazar-i-Sharif, Afghanistan's fourth-largest city, has fallen to the Taliban after government forces suddenly left the city, sources say
https://t.co/JgheMIZ1eX"
2751,"A Russian plane deployed to fight wildfires crashes in Turkey, killing all eight people on board, officials say
https://t.co/c0IxNYQtoL"
2752,"US Geological Survey is estimating ""high casualties"" and widespread disaster after a 7.2-magnitude earthquake strikes near Haiti. Follow live updates.
https://t.co/lzr7QYf9Am https://t.co/3zDfRg4KGq"
2753,"Officials report fatalities and damage after a 7.2-magnitude earthquake strikes near Haiti
https://t.co/4ZKaeICv2Q"
2754,"The US is nearing a deal with Qatar to house thousands of Afghans who helped the US military, as the security situation deteriorates in Afghanistan https://t.co/nqSuTb4Nnu"
2755,An earlier version of this story mischaracterized one of the four people who died based on information from the Broward Teachers Union. Three were teaching staff. https://t.co/ReRE2ox7tC
2756,"The week before classes begin, three educators in Broward County, Florida, have died within about 24 hours of each other from Covid-19 related complications, local education officials said. https://t.co/2bVo6W7Q1G"
2757,The US Embassy in Afghanistan instructs personnel to destroy sensitive materials as it prepares to withdraw a significant number of diplomats https://t.co/w9GLMmYoxy
2758,CDC advisers recommend an additional dose of the Covid-19 vaccine for certain immunocompromised people https://t.co/RZPYJzruDV
2759,"A federal judge lets Biden's revised eviction ban continue but casts doubt on whether it will survive further legal challenges
https://t.co/iM8paaa7aG"
2760,The Afghan government loses control of another provincial capital in the west as Uruzgan province's Tarin Kot falls to the Taliban. Follow live updates: https://t.co/QwzhsjuVS9
2761,"Police identify the shooter who killed five people and himself in Plymouth, southwest England, in Britain's worst mass shooting in over a decade https://t.co/vA8RkWGQQj"
2762,"Kandahar, Afghanistan's second-largest city, falls to the Taliban https://t.co/2gRKoaiXrV"
2763,The FDA authorized an additional dose of the Pfizer/BioNTech and Moderna Covid-19 vaccines for certain immunocompromised people https://t.co/qx3HQL4Q6m
2764,Justice Amy Coney Barrett declines a request to block Indiana University's vaccine mandate https://t.co/ZrcH9Wd8Iw
2765,Jamie Spears says he intends to step down as Britney Spears' conservator after months of public pressure https://t.co/9HvlLwhOrS
2766,"Social media and messaging apps appeared to be shut down in Zambia as the country voted in presidential and parliamentary elections, Facebook says https://t.co/9Lo24QyEW8"
2767,"The US is sending thousands of troops to Afghanistan to provide security for the evacuation of American personnel, the Pentagon says. Follow live updates https://t.co/P0W44qus4J"
2768,"America is more diverse and more multiracial than ever before, according to new Census data https://t.co/2lEyl1dDrx"
2769,"US population growth slowed overall in the last decade and almost all increases were in cities, new 2020 Census data shows
https://t.co/1n1Kw1NKm5"
2770,The US is considering relocating its Kabul embassy to the city's airport as the security situation in Afghanistan deteriorates https://t.co/cC0aoQw41i
2771,"The Department of Health and Human Services will require Covid-19 vaccinations for its more than 25,000 health care staff and volunteers https://t.co/fDLtDXW0y7"
2772,Dr. Fauci says everyone will likely need Covid-19 vaccine booster shots in the future https://t.co/KSUhcHFBqD
2773,"Defamation lawsuits from Dominion Voting Systems against MyPillow CEO Mike Lindell and the right-wing lawyers Sidney Powell and Rudy Giuliani will move forward toward a trial, a federal judge ruled https://t.co/I9NRivP3p8"
2774,The FDA is expected to announce that it is authorizing booster shots of the two-dose Covid-19 vaccines for people who are immunocompromised https://t.co/NMOD5W6gXX
2775,Fifth graders at an Atlanta-area school were sent home Wednesday for virtual learning due to high numbers of positive Covid-19 cases https://t.co/xveFrqg8II
2776,"Global consulting firm Accenture has been hit by a ransomware attack, according to a cybercriminal group's website https://t.co/OGw5c2lDru"
2777,"A test of the US wireless emergency alert system is about to go off and for the first time, you can opt in or out https://t.co/SG7oYrJe9J"
2778,Millionaire Robert Durst is back on the stand as his trial for the 2000 murder of Susan Berman continues. Follow live updates: https://t.co/VErOf292k9
2779,"California will mandate that teachers and other school employees must either be vaccinated against Covid-19 or submit to regular testing
https://t.co/PywZAY6m5w"
2780,"Consumer prices in the US rose 5.4% in July compared to a year ago, as inflation concerns persist https://t.co/ufUFLPa7Sy"
2781,"A British embassy employee suspected of spying for Russia has been arrested in Germany, authorities say https://t.co/Znp97vlnqS"
2782,Hackers steal $600 million from Poly Network in what may be the the largest theft in cryptocurrency history https://t.co/9z97Ylg43S
2783,Senate Republicans blocked an attempt by Democrats to advance their signature voting and elections overhaul bill in the early hours of Wednesday morning https://t.co/K4zENjzlCl
2784,Senate Democrats approve $3.5 trillion budget resolution in key step toward passing major economic package without GOP votes https://t.co/PjOG6jSGZl
2785,"Tropical Storm Fred formed Tuesday night off the coast of Puerto Rico, becoming the sixth named storm of the 2021 Atlantic hurricane season https://t.co/fqMIA89dhJ"
2786,A Chinese court has sentenced Canadian businessman Michael Spavor to 11 years in prison for espionage https://t.co/qfUAMExeTI
2787,New York Gov. Andrew Cuomo says he's resigning in wake of state's investigation into sexual harassment allegations https://t.co/IPbnwm53ad
2788,The Senate passes a sweeping $1 trillion infrastructure bill after months of intense bipartisan talks. When the House will vote remains unclear. https://t.co/malRSLGb2f
2789,"Students evacuated from Tennessee high school after ""emergency situation,"" school district says https://t.co/hCcORJ4KSv"
2790,Miami officials are rushing to find housing for people evacuated overnight from a 138-unit building that was deemed unsafe https://t.co/1qVJGXfbY1
2791,"Twitter has suspended Rep. Marjorie Taylor Greene's account for one week after company labels Covid-19 tweet ""misleading"" https://t.co/jWjYqrfGD1"
2792,Dr. Fauci says Covid-19 vaccines should be mandated for teachers. Follow live updates on the coronavirus: https://t.co/QwGOSObe3W
2793,"Amazon will pay customers up to $1,000 if products from third-party sellers cause damage or personal injury https://t.co/F9YeDd2zra"
2794,"Soccer great Lionel Messi signs for Paris Saint-Germain on a two-year deal after leaving his career-long club, Barcelona, French media reports https://t.co/7gugMALYME"
2795,"A Chinese court has upheld the death sentence for Robert Lloyd Schellenberg, a Canadian convicted of drug smuggling in China in 2018 https://t.co/oilobP86xh"
2796,"In a lawsuit filed Monday, Virginia Roberts Giuffre alleges that she was forced to have sex with Prince Andrew when she was 17 https://t.co/AnTN2QUiRr"
2797,Texas Gov. Greg Abbott sent a letter asking hospitals to voluntarily postpone elective medical procedures to increase capacity for coronavirus patients https://t.co/GHJzawsmmm
2798,"Millionaire Robert Durst, who's on trial for the 2000 murder of his friend Susan Berman, has taken the stand to offer testimony 
https://t.co/wdlJOxpNhW"
2799,Florida could move to withhold the salaries of superintendents and school board members who violate Gov. Ron DeSantis' ban on mask mandates https://t.co/y4PwGCMJvq
2800,Tropical storm warnings may be issued in Puerto Rico and other Caribbean locations as a low-pressure system located about 150 miles east of Barbados looks likely to strengthen https://t.co/LFS04hVXkY
2801,"More than 99.99% of fully vaccinated people have not had a breakthrough case of Covid-19 resulting in hospitalization or death, a CNN analysis shows https://t.co/AukcsIjVwq"
2802,Time's Up board co-chair Roberta Kaplan has stepped down after a report found she advised NY Gov. Cuomo over a letter which questioned the character of one of his accusers https://t.co/9gfohWB0uI
2803,The Pentagon is expected to mandate Covid-19 vaccines for all active duty US military members by mid-September https://t.co/SRgQtHB6Vh
2804,"London's Tower Bridge is stuck open after a technical failure, police say, creating long lines of traffic across the city as cars and pedestrians are unable to cross https://t.co/N50qdbO0j6"
2805,"The human-caused climate crisis is “unequivocal,” major UN report says, and our window is closing to avoid catastrophic outcomes https://t.co/HrBNzPgDgK"
2806,"NY Gov. Andrew Cuomo's top aide Melissa DeRosa resigns as he faces potential impeachment following a report that found he sexually harassed 11 women
https://t.co/EWHRWwLLiC"
2807,"Bobby Bowden, who transformed the Florida State Seminoles into a college football powerhouse for decades before his retirement, has died. He was 91.
https://t.co/B8xHEQH6Yi"
2808,"Taliban forces seize control of Kunduz in Afghanistan, officials say. It is the first major city to fall in the vacuum left by US troop withdrawal.
https://t.co/mih2iEKg3c"
2809,"The Olympics closing ceremony is underway. The event wraps up an unprecedented Tokyo Games, delayed by a year due to the Covid-19 pandemic. Follow live updates.
https://t.co/0il9x5zoUv"
2810,A Chicago police officer is dead and another is fighting for his life following a shooting during a traffic stop https://t.co/FxoRtAJ8Z5
2811,The US women's basketball team defeated Japan 90-75 to win its seventh gold medal in a row and tie an Olympic record https://t.co/HBwmAn8TMY
2812,"2 Chicago police officers are in critical condition after a shooting, authorities say https://t.co/1iVQcCwA2t"
2813,Defending champions Brazil defeated Spain 2-1 at the Tokyo Olympics to win their second consecutive gold medal in men's soccer https://t.co/fsiQAjKIgt
2814,Neeraj Chopra's javelin victory delivers India its first Olympic gold medal in track and field and the country's first gold medal at Tokyo https://t.co/4Y1ZtOoV98
2815,Team USA's gold relay win in the women's 400m sprint has made Allyson Felix the most decorated American track and field Olympian in history. Follow live updates https://t.co/vFRiMUzUDA
2816,"Team USA defeats France, 87-82, to win gold in men's basketball for the fourth Olympics in a row https://t.co/oFXCBewCr8"
2817,"Florida reports a record number of new Covid-19 cases, higher than any other seven-day period of the pandemic https://t.co/qVAdNYROEB"
2818,"Half of the total US population is now fully vaccinated against Covid-19, according to data released by the White House
https://t.co/FTvjH7jRYG"
2819,Canada wins its first-ever Olympic gold medal in women's soccer with victory over Sweden at Tokyo Games https://t.co/bydPjDJRvw
2820,"The US economy added 943,000 jobs in July, the largest gain since last summer. Even with the big number, it's still a tale of two recoveries.
https://t.co/fzAasGjkNs"
2821,"Six people are dead after a sightseeing plane crashed in southeast Alaska, according to the US Coast Guard https://t.co/26vAPNBpo2"
2822,"The DOJ's Civil Rights Division has launched an investigation into the city of Phoenix, Arizona, and its police department https://t.co/lD9ODfJXja"
2823,"Soccer superstar Lionel Messi is leaving FC Barcelona despite having reached an agreement on a new contract, the club says https://t.co/4h5rJmWKHe"
2824,"AFL-CIO President Richard Trumka, who led America's most powerful labor organization for more than 10 years, has died at 72 https://t.co/kiC2jWGLct"
2825,"Ebrahim Raisi is sworn in as Iran's new president, signaling the start of a new harder-line era that could bring major major shifts in policies at home and abroad https://t.co/nqqQSyG9wG"
2826,Moderna says its Covid-19 vaccine shows 93% effectiveness through at least six months. It expects to submit for FDA full approval this month. https://t.co/LgXYB3x6T3
2827,"US edges past Australia 4-3 to win the bronze medal in women’s soccer at the Tokyo Olympics
https://t.co/KTQeeSfcwK"
2828,"The Team USA men's basketball team came back from a 15-point deficit to defeat Australia 97-78, advancing to its fourth consecutive gold medal match at the Olympics https://t.co/Y6tguHIlNd"
2829,Team USA’s Nevin Harrison won the gold medal in women’s canoe single 200 meter competition https://t.co/u4Sp6OTUUm
2830,American Ryan Crouser takes gold again in men's shot put https://t.co/pITGYCvH01
2831,The Biden administration is creating a plan to mandate almost all foreign visitors to the US be vaccinated against Covid-19 https://t.co/zfhB3xr0UJ
2832,"The World Health Organization is calling for a delay on vaccine booster shots as hundreds of millions still wait for first dose
https://t.co/CyYreamkOq"
2833,The Delta variant now accounts for an estimated 93% of coronavirus cases in the US. The number is even higher in some parts of the country. https://t.co/r4OKdsW7n0
2834,A British marine tracking agency has reported a “potential hijacking” incident off the coast of the United Arab Emirates https://t.co/wHzUR5eP82
2835,"Shontel Brown wins the Democratic special election primary in Ohio's 11th Congressional District, notching a victory for moderates https://t.co/td2RLnJdWx"
2836,Team USA's Sydney McLaughlin set a world record to win gold in the women's 400 meters hurdles https://t.co/ZttzUKXaZZ
2837,Texas judge temporarily blocks Gov. Greg Abbott from implementing an executive order targeting the transport of migrants who are released from custody https://t.co/cd61Xx0S1a
2838,President Biden says Gov. Cuomo should resign after a report finds he sexually harassed multiple women https://t.co/MbbNidKfO1
2839,"The Biden administration is expected to announce new efforts to limit evictions, targeting areas with high spread of coronavirus, an official says https://t.co/W6EoBbfTSc"
2840,"NY Gov. Cuomo denies conduct detailed in sexual harassment report, saying ""the facts are much different than what has been portrayed""
https://t.co/hmuazqdquf"
2841,New York's attorney general says report on Gov. Cuomo found he sexually harassed multiple women https://t.co/IVQHSJN6K8
2842,"New York City will start requiring proof of vaccination to enter restaurants, gyms and other indoor spaces https://t.co/IAe8CF16kK"
2843,"Two employees were injured during an early morning workplace shooting at a Smile Direct Club in Antioch, Tennessee. Officials say the suspected gunman was shot by police and remains in the hospital. https://t.co/CCThzPjWFA"
2844,"Republican Sen. Lindsey Graham says he's tested positive for Covid after being vaccinated, and is certain he'd feel worse without the shot https://t.co/OHXOWCw9mL"
2845,"New York City Mayor de Blasio strongly encourages vaccinated people to wear masks indoors, but stops short of reissuing a mandate https://t.co/YKrxNe0yWd"
2846,"The US women's soccer team's path to Olympic gold closes after Canada wins the semifinal match
https://t.co/OQ2Uc49GB1"
2847,"Senate Majority Leader Chuck Schumer announces that a bipartisan group of senators has finalized legislative text of the infrastructure bill 
https://t.co/1Y1z86bV7X"
2848,"Longtime soap opera actor Jay Pickett, best known for his roles on ""General Hospital,"" ""Days of Our Lives"" and ""Port Charles,"" has died at 60
https://t.co/hRZbwvK3a7"
2849,"Italy's Lamont Marcell Jacobs has been crowned the world's fastest man as he won the 100m title at the Tokyo Olympics 
https://t.co/iQ6W50Oc1t https://t.co/CQ8dUTMZtI"
2850,"Team USA wins the final swimming race of Tokyo 2020, setting a world record and giving Caeleb Dressel his fifth gold medal of these Olympics https://t.co/whasEtew9g"
2851,"Swimmer Bobby Finke has won the men's 1500 meter freestyle, his second gold medal of the Tokyo Games https://t.co/TUomUhc0eX"
2852,"American swimming star Caeleb Dressel set an Olympic record to win the men's 50 meter freestyle race, his fourth gold medal of Tokyo 2020 https://t.co/b9QwiVgPwi"
2853,"Former President Trump's political organization raised $82 million during the first half of this year and entered July with $102 million in cash reserves, according to figures released by his team
https://t.co/4UtaK29X3Z"
2854,"Elaine Thompson-Herah set a new Olympic record as she won gold in the women's 100m. Jamaica swept the podium, also taking second and third.
https://t.co/pBjeYy2yLr https://t.co/24d5pxcjsE"
2855,"British sprinter Dina Asher-Smith has so far withdrawn from Olympics 200m race only. It is unclear if she will compete in any other events. (This tweet was reposted to correct Asher-Smith's status in the Games.)
https://t.co/k3wnNW5CIj https://t.co/KFfjlVDGnx"
2856,American Caeleb Dressel sets a world record and wins the 100-meter butterfly at the Olympics (this tweet was reposted to correct a typo) https://t.co/Umg1TeVsaV
2857,American Katie Ledecky wins the 800-meter freestyle in her final race of the Tokyo Games (this tweet was reposted to correct a typo) https://t.co/GzVV51AIeC
2858,"Simone Biles withdraws from the vault and uneven bars finals. She's being evaluated to determine if she'll compete in balance beam and floor exercise.
https://t.co/qEBtUuLHAf"
2859,"Great Britain won the first-ever triathlon mixed team relay event at the Olympics. The US was second and France third.
https://t.co/ZdzAVFuij1"
2860,"More than 20 people were taken to hospital with non-life-threatening injuries after two Boston transit trains collided, the fire department tweeted 
https://t.co/5MljPss87p"
2861,"The US sues Texas Gov. Greg Abbott over his executive order targeting the transport of migrants recently released from CBP custody
https://t.co/lQ3AJQh5QT https://t.co/O9z2QX20uE"
2862,"Florida Gov. Ron DeSantis issues an executive order to prevent mask mandates in schools
https://t.co/mAFwKFsimL https://t.co/bAaaOE1L5D"
2863,"The House adjourned without passing an extension to the eviction moratorium, meaning the moratorium is set to expire Saturday night
https://t.co/1Pmovbfyq2"
2864,"The US issues new sanctions against Cuba before President Biden's meeting today with Cuban-American leaders
https://t.co/TtGSVjS158"
2865,"Bowling Green State University expels three students and suspends 17 in connection to the death of a student participating in fraternity hazing in March
https://t.co/w04fK8c219"
2866,"Two leading ob-gyn groups are recommending for the first time that anyone who is pregnant should get a Covid vaccine
https://t.co/CUcnfITyQq"
2867,"The Justice Department advises the Treasury Department to turn over former President Trump's tax returns to the House Ways and Means Committee, which requested them more than two years ago
https://t.co/EyChfKRwrP"
2868,"The Senate moves forward with a key infrastructure vote as lawmakers race to pass the bipartisan deal before leaving for their August recess
https://t.co/ELciHar3hH"
2869,"The US 4 x 400-meter mixed relay team has been reinstated and will compete in the final after earlier being disqualified for an erroneous baton changeover in the heats
https://t.co/nWx86MX94V https://t.co/npxrbAvGRA"
2870,"Tennis superstar Novak Djokovic is out of the Olympics, losing the men's singles semifinal and missing out on his shot at the ""Golden Slam""
https://t.co/8lG4RvzsJr"
2871,"Carl Levin, a former US senator from Michigan who served in Congress for 36 years, has died at age 87 https://t.co/cSWfUwVk6c"
2872,"Delta Covid-19 variant appears to cause more severe illness and spreads as easily as chickenpox, internal CDC document says https://t.co/ShlexG2Zfi"
2873,"Ex-Cardinal Theodore McCarrick, who was defrocked in 2019, is criminally charged in Massachusetts for alleged sex abuse of a minor
https://t.co/XTQVDeW5v1"
2874,"Israel will start offering a third Covid-19 vaccine dose to people over the age of 60 -- one of the first countries in the world to make such a move
https://t.co/jBOTX5rOls"
2875,"President Biden calls on Congress to extend the eviction moratorium that prohibits landlords from removing certain tenants who fail to pay rent amid the Covid-19 pandemic. The ban is set to expire on Saturday.
https://t.co/S4GhaEfdrQ"
2876,"Famed restaurateur Danny Meyer, who runs top eateries in New York City and Washington DC, is requiring all of his employees and customers to provide proof of Covid-19 vaccination
https://t.co/sQ7FTnoLfw"
2877,"Nearly 230 GOP lawmakers file a legal brief, calling on the Supreme Court to release its ""vise grip on abortion politics"" and overturn Roe v. Wade
https://t.co/JpJi64ZtYJ"
2878,"Israel's health care system has been told to make arrangements to begin vaccinating people over 60 with a third dose of the Covid-19 vaccine, pending a final government decision https://t.co/sOXXYQgPfB"
2879,American Sunisa Lee takes gold in all-around gymnastics at the Tokyo Olympics with Simone Biles cheering from the stands https://t.co/RPZeP5tNe0
2880,"The US economy expanded at a slower rate than expected in the second quarter but still at its fastest pace since last fall, growing at a seasonally adjusted, annualized rate of 6.5% https://t.co/GAqk746vpl"
2881,"A 8.2 magnitude earthquake struck off the coast of Alaska, according to preliminary data from the US Geological Survey https://t.co/YtIrwhuYmc"
2882,"American pole vaulter Sam Kendricks has dropped out of the Tokyo 2020 Olympics after he tested positive for Covid-19, the USOPC confirms https://t.co/2AS7h2li1G"
2883,"China's Zhang Yufei won gold in the women's 200-meter butterfly in Japan, setting an Olympic record https://t.co/igSzJB3FOF"
2884,US swimmer Caeleb Dressel sets an Olympic record while taking the gold medal in the men's 100-meter freestyle final https://t.co/D52v7z6PKS
2885,"American swimmer Bobby Finke wins gold in the men's 800-meter freestyle, the first time the event has been held at the Olympics https://t.co/hZc2tqnrr0"
2886,The Washington Nationals game against the Philadelphia Phillies tonight has been postponed due to a Covid-19 issue within the Nationals organization https://t.co/FQBqn6ao4n
2887,"Dusty Hill, the bearded bassist with American blues-rock band ZZ Top, has died at 72 https://t.co/bQRHp6Cs8o"
2888,Google is one of the first major Silicon Valley firms to say it will require employees to be vaccinated when they return to the company's campuses https://t.co/zWxDgzImjL
2889,"Pfizer shares new data suggesting that a third dose of its Covid-19 vaccine ""strongly"" boosts protection against the Delta variant https://t.co/eHdSbudSck"
2890,"US gymnastics superstar Simone Biles has withdrawn from the individual all-around competition at the Tokyo Olympics, USA Gymnastics says https://t.co/sYGP1wzDQ6"
2891,"At least two people are dead and four others injured after an acetic acid leak at the LyondellBasell facility near La Porte, Texas, officials say https://t.co/EHBADmIzG8"
2892,"Texas state Rep. Jake Ellzey will win the special election runoff in Texas' 6th Congressional District, CNN projects https://t.co/RiYTZMeyy1"
2893,"Joey Jordison, former Slipknot drummer and one of the band's founders, dies at 46 https://t.co/BW9eVOLuty"
2894,"President Biden says requiring Covid vaccinations for all federal employees is ""under consideration""  https://t.co/pekNTc4H7V"
2895,"New CDC recommendations will say everyone in K-12 schools should wear a mask, regardless of their vaccination status https://t.co/sefwXmYoUO"
2896,"Robert Aaron Long, the man accused of fatally shooting eight people at Atlanta-area spas in March, pleads guilty to four of the killings https://t.co/b3GondB91X"
2897,Updated CDC guidance will urge vaccinated people in certain areas of the US to resume wearing masks https://t.co/snIV2umQVY
